User_State,User_Land_Area,User_Category,User_Gender,User_Is_Loanee,User_Pays_Tax,User_Has_Aadhaar,User_Has_Land_Records,User_Has_Sowing_Cert,User_Has_DPR,User_Has_Caste_Cert,Target_Scheme,Match_Score,Is_Eligible,Missing_Docs_Str
Karnataka,11.6,OBC,Male,0,1,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,11.6,OBC,Male,0,1,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Karnataka,11.6,OBC,Male,0,1,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,11.6,OBC,Male,0,1,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Karnataka,14.6,SC,Female,1,0,1,0,0,0,0,PM-KISAN,85,1,Land Records
Karnataka,14.6,SC,Female,1,0,1,0,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,14.6,SC,Female,1,0,1,0,0,0,0,PMFBY (Crop Insurance),100,1,None
Karnataka,14.6,SC,Female,1,0,1,0,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,14.6,SC,Female,1,0,1,0,0,0,0,SMAM (Machinery Subsidy),80,1,"Land Records, Caste Certificate"
Telangana,1.9,General,Female,0,0,1,1,1,0,0,PM-KISAN,100,1,None
Telangana,1.9,General,Female,0,0,1,1,1,0,0,Rythu Bandhu,100,1,None
Telangana,1.9,General,Female,0,0,1,1,1,0,0,PMFBY (Crop Insurance),85,1,Land Records
Telangana,1.9,General,Female,0,0,1,1,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,1.9,General,Female,0,0,1,1,1,0,0,SMAM (Machinery Subsidy),95,1,Land Records
Telangana,9.9,General,Male,1,0,1,1,0,1,0,PM-KISAN,100,1,None
Telangana,9.9,General,Male,1,0,1,1,0,1,0,Rythu Bandhu,100,1,None
Telangana,9.9,General,Male,1,0,1,1,0,1,0,PMFBY (Crop Insurance),100,1,None
Telangana,9.9,General,Male,1,0,1,1,0,1,0,Agri Infra Fund (AIF),100,1,None
Telangana,9.9,General,Male,1,0,1,1,0,1,0,SMAM (Machinery Subsidy),85,1,Land Records
Punjab,3.8,General,Male,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Punjab,3.8,General,Male,0,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,3.8,General,Male,0,0,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Punjab,3.8,General,Male,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,3.8,General,Male,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Maharashtra,11.8,OBC,Male,1,0,1,1,1,0,0,PM-KISAN,100,1,None
Maharashtra,11.8,OBC,Male,1,0,1,1,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,11.8,OBC,Male,1,0,1,1,1,0,0,PMFBY (Crop Insurance),100,1,None
Maharashtra,11.8,OBC,Male,1,0,1,1,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,11.8,OBC,Male,1,0,1,1,1,0,0,SMAM (Machinery Subsidy),100,1,None
Madhya Pradesh,13.8,OBC,Male,1,0,1,1,0,0,0,PM-KISAN,100,1,None
Madhya Pradesh,13.8,OBC,Male,1,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,13.8,OBC,Male,1,0,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Madhya Pradesh,13.8,OBC,Male,1,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,13.8,OBC,Male,1,0,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Uttar Pradesh,6.4,OBC,Male,0,0,1,0,1,0,0,PM-KISAN,85,1,Land Records
Uttar Pradesh,6.4,OBC,Male,0,0,1,0,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,6.4,OBC,Male,0,0,1,0,1,0,0,PMFBY (Crop Insurance),85,1,Land Records
Uttar Pradesh,6.4,OBC,Male,0,0,1,0,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,6.4,OBC,Male,0,0,1,0,1,0,0,SMAM (Machinery Subsidy),85,1,Land Records
Maharashtra,4.4,General,Male,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Maharashtra,4.4,General,Male,0,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,4.4,General,Male,0,0,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Maharashtra,4.4,General,Male,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,4.4,General,Male,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Punjab,4.7,General,Female,1,0,1,1,0,0,0,PM-KISAN,100,1,None
Punjab,4.7,General,Female,1,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,4.7,General,Female,1,0,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Punjab,4.7,General,Female,1,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,4.7,General,Female,1,0,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Karnataka,3.3,ST,Male,0,0,1,1,1,0,1,PM-KISAN,100,1,None
Karnataka,3.3,ST,Male,0,0,1,1,1,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,3.3,ST,Male,0,0,1,1,1,0,1,PMFBY (Crop Insurance),100,1,None
Karnataka,3.3,ST,Male,0,0,1,1,1,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,3.3,ST,Male,0,0,1,1,1,0,1,SMAM (Machinery Subsidy),100,1,None
Karnataka,3.9,OBC,Female,0,1,1,1,0,0,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Karnataka,3.9,OBC,Female,0,1,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,3.9,OBC,Female,0,1,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Karnataka,3.9,OBC,Female,0,1,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,3.9,OBC,Female,0,1,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Maharashtra,11.4,OBC,Male,1,0,1,1,0,0,0,PM-KISAN,100,1,None
Maharashtra,11.4,OBC,Male,1,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,11.4,OBC,Male,1,0,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Maharashtra,11.4,OBC,Male,1,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,11.4,OBC,Male,1,0,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Karnataka,11.0,SC,Female,0,0,1,1,0,1,1,PM-KISAN,100,1,None
Karnataka,11.0,SC,Female,0,0,1,1,0,1,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,11.0,SC,Female,0,0,1,1,0,1,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Karnataka,11.0,SC,Female,0,0,1,1,0,1,1,Agri Infra Fund (AIF),100,1,None
Karnataka,11.0,SC,Female,0,0,1,1,0,1,1,SMAM (Machinery Subsidy),100,1,None
Madhya Pradesh,1.2,OBC,Male,1,0,1,1,0,0,0,PM-KISAN,100,1,None
Madhya Pradesh,1.2,OBC,Male,1,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,1.2,OBC,Male,1,0,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Madhya Pradesh,1.2,OBC,Male,1,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,1.2,OBC,Male,1,0,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Uttar Pradesh,5.1,OBC,Male,1,0,1,1,0,1,0,PM-KISAN,100,1,None
Uttar Pradesh,5.1,OBC,Male,1,0,1,1,0,1,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,5.1,OBC,Male,1,0,1,1,0,1,0,PMFBY (Crop Insurance),100,1,None
Uttar Pradesh,5.1,OBC,Male,1,0,1,1,0,1,0,Agri Infra Fund (AIF),100,1,None
Uttar Pradesh,5.1,OBC,Male,1,0,1,1,0,1,0,SMAM (Machinery Subsidy),100,1,None
Madhya Pradesh,7.5,ST,Male,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Madhya Pradesh,7.5,ST,Male,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,7.5,ST,Male,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Madhya Pradesh,7.5,ST,Male,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,7.5,ST,Male,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Madhya Pradesh,13.9,OBC,Female,1,0,1,1,0,0,0,PM-KISAN,100,1,None
Madhya Pradesh,13.9,OBC,Female,1,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,13.9,OBC,Female,1,0,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Madhya Pradesh,13.9,OBC,Female,1,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,13.9,OBC,Female,1,0,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Punjab,1.6,General,Female,1,1,1,1,0,0,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Punjab,1.6,General,Female,1,1,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,1.6,General,Female,1,1,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Punjab,1.6,General,Female,1,1,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,1.6,General,Female,1,1,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Punjab,1.2,SC,Male,1,0,1,1,0,0,1,PM-KISAN,100,1,None
Punjab,1.2,SC,Male,1,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,1.2,SC,Male,1,0,1,1,0,0,1,PMFBY (Crop Insurance),100,1,None
Punjab,1.2,SC,Male,1,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,1.2,SC,Male,1,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Telangana,13.0,OBC,Male,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Telangana,13.0,OBC,Male,0,0,1,1,0,0,0,Rythu Bandhu,100,1,None
Telangana,13.0,OBC,Male,0,0,1,1,0,0,0,PMFBY (Crop Insurance),30,0,"Crop Sowing Certificate, Land Records"
Telangana,13.0,OBC,Male,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,13.0,OBC,Male,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),85,1,Land Records
Uttar Pradesh,1.2,SC,Male,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Uttar Pradesh,1.2,SC,Male,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,1.2,SC,Male,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Uttar Pradesh,1.2,SC,Male,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,1.2,SC,Male,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Madhya Pradesh,7.7,ST,Male,0,1,1,1,1,1,1,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Madhya Pradesh,7.7,ST,Male,0,1,1,1,1,1,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,7.7,ST,Male,0,1,1,1,1,1,1,PMFBY (Crop Insurance),100,1,None
Madhya Pradesh,7.7,ST,Male,0,1,1,1,1,1,1,Agri Infra Fund (AIF),100,1,None
Madhya Pradesh,7.7,ST,Male,0,1,1,1,1,1,1,SMAM (Machinery Subsidy),100,1,None
Telangana,12.1,OBC,Female,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Telangana,12.1,OBC,Female,0,0,1,1,0,0,0,Rythu Bandhu,100,1,None
Telangana,12.1,OBC,Female,0,0,1,1,0,0,0,PMFBY (Crop Insurance),30,0,"Crop Sowing Certificate, Land Records"
Telangana,12.1,OBC,Female,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,12.1,OBC,Female,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),95,1,Land Records
Telangana,4.7,General,Female,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Telangana,4.7,General,Female,0,0,1,1,0,0,0,Rythu Bandhu,100,1,None
Telangana,4.7,General,Female,0,0,1,1,0,0,0,PMFBY (Crop Insurance),30,0,"Crop Sowing Certificate, Land Records"
Telangana,4.7,General,Female,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,4.7,General,Female,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),95,1,Land Records
Madhya Pradesh,6.8,SC,Male,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Madhya Pradesh,6.8,SC,Male,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,6.8,SC,Male,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Madhya Pradesh,6.8,SC,Male,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,6.8,SC,Male,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Madhya Pradesh,5.2,ST,Male,0,1,1,1,0,0,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Madhya Pradesh,5.2,ST,Male,0,1,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,5.2,ST,Male,0,1,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Madhya Pradesh,5.2,ST,Male,0,1,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,5.2,ST,Male,0,1,1,1,0,0,0,SMAM (Machinery Subsidy),95,1,Caste Certificate
Karnataka,12.7,OBC,Male,1,0,1,1,1,0,0,PM-KISAN,100,1,None
Karnataka,12.7,OBC,Male,1,0,1,1,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,12.7,OBC,Male,1,0,1,1,1,0,0,PMFBY (Crop Insurance),100,1,None
Karnataka,12.7,OBC,Male,1,0,1,1,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,12.7,OBC,Male,1,0,1,1,1,0,0,SMAM (Machinery Subsidy),100,1,None
Telangana,6.9,General,Male,1,0,1,1,0,0,0,PM-KISAN,100,1,None
Telangana,6.9,General,Male,1,0,1,1,0,0,0,Rythu Bandhu,100,1,None
Telangana,6.9,General,Male,1,0,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Telangana,6.9,General,Male,1,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,6.9,General,Male,1,0,1,1,0,0,0,SMAM (Machinery Subsidy),85,1,Land Records
Madhya Pradesh,12.4,OBC,Male,0,1,1,1,1,0,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Madhya Pradesh,12.4,OBC,Male,0,1,1,1,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,12.4,OBC,Male,0,1,1,1,1,0,0,PMFBY (Crop Insurance),100,1,None
Madhya Pradesh,12.4,OBC,Male,0,1,1,1,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,12.4,OBC,Male,0,1,1,1,1,0,0,SMAM (Machinery Subsidy),100,1,None
Maharashtra,14.2,OBC,Male,0,0,1,1,1,1,0,PM-KISAN,100,1,None
Maharashtra,14.2,OBC,Male,0,0,1,1,1,1,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,14.2,OBC,Male,0,0,1,1,1,1,0,PMFBY (Crop Insurance),100,1,None
Maharashtra,14.2,OBC,Male,0,0,1,1,1,1,0,Agri Infra Fund (AIF),100,1,None
Maharashtra,14.2,OBC,Male,0,0,1,1,1,1,0,SMAM (Machinery Subsidy),100,1,None
Madhya Pradesh,8.4,OBC,Male,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Madhya Pradesh,8.4,OBC,Male,0,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,8.4,OBC,Male,0,0,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Madhya Pradesh,8.4,OBC,Male,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,8.4,OBC,Male,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Punjab,7.0,ST,Female,1,0,1,1,0,0,0,PM-KISAN,100,1,None
Punjab,7.0,ST,Female,1,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,7.0,ST,Female,1,0,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Punjab,7.0,ST,Female,1,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,7.0,ST,Female,1,0,1,1,0,0,0,SMAM (Machinery Subsidy),95,1,Caste Certificate
Telangana,14.1,General,Female,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Telangana,14.1,General,Female,0,0,1,1,0,0,0,Rythu Bandhu,100,1,None
Telangana,14.1,General,Female,0,0,1,1,0,0,0,PMFBY (Crop Insurance),30,0,"Crop Sowing Certificate, Land Records"
Telangana,14.1,General,Female,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,14.1,General,Female,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),95,1,Land Records
Madhya Pradesh,14.2,General,Male,1,0,1,1,0,0,0,PM-KISAN,100,1,None
Madhya Pradesh,14.2,General,Male,1,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,14.2,General,Male,1,0,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Madhya Pradesh,14.2,General,Male,1,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,14.2,General,Male,1,0,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Punjab,1.6,SC,Female,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Punjab,1.6,SC,Female,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,1.6,SC,Female,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Punjab,1.6,SC,Female,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,1.6,SC,Female,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Uttar Pradesh,6.1,SC,Female,0,0,1,0,0,0,1,PM-KISAN,85,1,Land Records
Uttar Pradesh,6.1,SC,Female,0,0,1,0,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,6.1,SC,Female,0,0,1,0,0,0,1,PMFBY (Crop Insurance),30,0,"Crop Sowing Certificate, Land Records"
Uttar Pradesh,6.1,SC,Female,0,0,1,0,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,6.1,SC,Female,0,0,1,0,0,0,1,SMAM (Machinery Subsidy),95,1,Land Records
Maharashtra,8.1,SC,Female,1,0,1,1,0,0,1,PM-KISAN,100,1,None
Maharashtra,8.1,SC,Female,1,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,8.1,SC,Female,1,0,1,1,0,0,1,PMFBY (Crop Insurance),100,1,None
Maharashtra,8.1,SC,Female,1,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,8.1,SC,Female,1,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Uttar Pradesh,7.4,SC,Female,0,0,1,1,1,0,0,PM-KISAN,100,1,None
Uttar Pradesh,7.4,SC,Female,0,0,1,1,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,7.4,SC,Female,0,0,1,1,1,0,0,PMFBY (Crop Insurance),100,1,None
Uttar Pradesh,7.4,SC,Female,0,0,1,1,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,7.4,SC,Female,0,0,1,1,1,0,0,SMAM (Machinery Subsidy),95,1,Caste Certificate
Maharashtra,8.2,ST,Male,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Maharashtra,8.2,ST,Male,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,8.2,ST,Male,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Maharashtra,8.2,ST,Male,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,8.2,ST,Male,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Maharashtra,5.6,General,Male,0,0,1,0,0,1,0,PM-KISAN,85,1,Land Records
Maharashtra,5.6,General,Male,0,0,1,0,0,1,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,5.6,General,Male,0,0,1,0,0,1,0,PMFBY (Crop Insurance),30,0,"Crop Sowing Certificate, Land Records"
Maharashtra,5.6,General,Male,0,0,1,0,0,1,0,Agri Infra Fund (AIF),100,1,None
Maharashtra,5.6,General,Male,0,0,1,0,0,1,0,SMAM (Machinery Subsidy),85,1,Land Records
Telangana,2.6,General,Male,0,1,1,1,0,0,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Telangana,2.6,General,Male,0,1,1,1,0,0,0,Rythu Bandhu,100,1,None
Telangana,2.6,General,Male,0,1,1,1,0,0,0,PMFBY (Crop Insurance),30,0,"Crop Sowing Certificate, Land Records"
Telangana,2.6,General,Male,0,1,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,2.6,General,Male,0,1,1,1,0,0,0,SMAM (Machinery Subsidy),85,1,Land Records
Telangana,9.7,SC,Female,1,1,1,1,0,0,1,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Telangana,9.7,SC,Female,1,1,1,1,0,0,1,Rythu Bandhu,100,1,None
Telangana,9.7,SC,Female,1,1,1,1,0,0,1,PMFBY (Crop Insurance),100,1,None
Telangana,9.7,SC,Female,1,1,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,9.7,SC,Female,1,1,1,1,0,0,1,SMAM (Machinery Subsidy),95,1,Land Records
Punjab,4.6,OBC,Female,1,1,1,1,1,0,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Punjab,4.6,OBC,Female,1,1,1,1,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,4.6,OBC,Female,1,1,1,1,1,0,0,PMFBY (Crop Insurance),100,1,None
Punjab,4.6,OBC,Female,1,1,1,1,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,4.6,OBC,Female,1,1,1,1,1,0,0,SMAM (Machinery Subsidy),100,1,None
Uttar Pradesh,10.5,ST,Male,1,1,1,1,0,0,1,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
